1562538,20.00,24.35,25.85,31.45,20.00,10.65,15.70,18.35

1582568,20.00,23.65,26.50,32.45,20.00,10.65,14.20,20.60

1602599,20.00,25.10,26.70,33.60,20.00,9.55,13.90,16.85

1622627,20.00,22.50,25.75,31.55,20.00,8.95,11.55,14.30

1642657,20.00,22.65,25.15,29.75,20.00,9.95,13.70,16.65

1662685,20.00,21.05,23.00,28.50,20.00,9.25,12.50,15.50

1682714,20.00,21.35,23.90,28.40,20.00,9.05,14.00,18.70

1703032,20.00,20.45,23.70,28.60,20.00,8.05,13.10,16.70

1723298,20.00,18.75,20.40,25.80,20.00,7.60,11.00,14.50

1742800,20.00,17.20,19.30,25.75,20.00,8.50,11.10,12.60

1762827,20.00,20.30,21.75,28.45,20.00,9.10,11.50,14.80

1782856,20.00,19.90,22.45,29.25,20.00,8.70,12.80,17.00

1802885,20.00,21.65,23.00,27.60,20.00,9.35,11.45,13.70

1822913,20.00,22.15,24.05,28.40,20.00,9.00,10.90,13.60

1842943,20.00,20.70,24.10,28.90,20.00,8.50,10.80,12.25

1862972,20.00,20.90,23.00,27.55,20.00,7.35,10.45,14.15

1883001,20.00,16.30,18.45,22.45,20.00,8.35,10.35,13.70

1903030,20.00,17.40,18.75,25.10,20.00,7.15,8.75,11.15

1923058,20.00,16.25,17.70,22.95,20.00,7.65,10.25,15.80

1943089,20.00,18.10,20.20,26.30,20.00,7.95,10.25,15.10

1963394,20.00,18.50,21.00,25.80,20.00,8.45,10.85,12.20

1983146,20.00,16.75,19.10,23.80,20.00,6.80,8.00,10.50

2003175,20.00,16.35,17.80,23.05,20.00,6.50,8.60,12.70

2023205,20.00,17.80,20.75,26.40,20.00,7.40,9.85,15.80

2043232,20.00,18.05,20.40,26.85,20.00,6.90,9.80,15.90

2063260,20.00,19.00,21.80,25.85,20.00,6.95,8.85,13.30

2083289,20.00,16.30,18.15,22.60,20.00,7.15,9.90,11.25

2103317,20.00,17.15,17.85,23.50,20.00,6.60,9.35,10.20

2123473,20.00,17.40,18.90,23.25,20.00,6.60,9.95,13.65

2143377,20.00,17.35,18.85,23.05,20.00,6.95,8.85,12.85

2163934,20.00,14.65,15.65,19.35,20.00,7.50,10.10,12.15

2183436,20.00,14.95,16.15,20.20,20.00,6.10,8.30,12.30

2203465,20.00,15.75,17.20,21.45,20.00,6.55,8.55,11.95

2223493,20.00,14.60,15.70,20.15,20.00,7.35,12.80,14.45

2243525,20.00,15.05,16.50,21.30,20.00,6.70,10.05,13.95

2263551,20.00,15.70,17.60,22.10,20.00,5.95,7.95,12.15

2283579,20.00,12.30,13.90,19.00,20.00,5.85,7.70,10.50

2303607,20.00,14.65,15.80,19.65,20.00,7.40,9.00,12.30

2323635,20.00,14.30,15.85,20.00,20.00,6.50,8.10,11.50

2343790,20.00,14.75,15.50,19.20,20.00,5.40,6.45,7.30

2363692,20.00,13.70,15.50,19.60,20.00,4.85,6.55,7.85

2384249,20.00,12.80,14.00,18.55,20.00,5.80,7.80,9.40

2403752,20.00,14.80,16.40,21.25,20.00,5.60,7.00,9.10

2423780,20.00,14.85,16.15,22.90,20.00,5.20,6.35,8.55

2443809,20.00,15.90,17.90,23.85,20.00,5.45,7.00,9.25

2463838,20.00,11.90,13.60,15.60,20.00,6.15,8.35,11.10

2483866,20.00,13.65,14.60,19.45,20.00,5.80,8.40,10.50

2503895,20.00,14.10,14.45,17.85,20.00,5.90,7.65,7.65

2523923,20.00,13.55,14.90,16.80,20.00,5.95,7.10,9.75

2544331,20.00,12.15,13.40,17.25,20.00,5.40,6.80,8.40

2563982,20.00,11.10,12.10,15.60,20.00,4.60,5.55,7.45

2584011,20.00,13.15,14.15,18.40,20.00,4.45,6.20,7.90

2604040,20.00,13.95,15.25,20.15,20.00,5.30,6.80,9.40

2624068,20.00,14.55,15.70,19.15,20.00,6.45,8.30,9.95

2644095,20.00,13.90,15.00,17.25,20.00,6.50,8.70,11.00

2664122,20.00,17.05,18.85,24.50,20.00,8.35,11.65,14.60

2684148,20.00,21.95,24.10,30.65,20.00,11.30,14.95,17.55

2704176,20.00,18.05,20.50,24.75,20.00,7.45,10.20,10.95

2724204,20.00,15.25,17.05,22.45,20.00,5.45,7.30,10.25

2744231,20.00,17.70,19.90,23.85,20.00,5.35,8.30,12.05

2764257,20.00,16.60,17.60,23.00,20.00,7.35,8.70,12.95

2784488,20.00,15.85,17.75,21.95,20.00,6.95,9.55,12.05

2804681,20.00,15.20,16.85,21.00,20.00,6.45,7.40,8.85

2824342,20.00,15.20,16.60,20.95,20.00,6.95,9.60,9.90

2844371,20.00,16.80,18.55,24.50,20.00,7.25,10.00,13.25

2864398,20.00,15.45,17.05,21.80,20.00,6.70,7.60,11.50

2884428,20.00,14.95,15.95,19.05,20.00,4.85,6.55,12.10

2904456,20.00,13.60,15.00,19.10,20.00,6.10,8.10,11.45

2924485,20.00,28.10,30.70,37.75,20.00,11.00,15.20,17.80

2944515,20.00,28.80,32.15,37.95,20.00,12.45,16.80,21.35

2964545,20.00,36.10,37.50,44.20,20.00,16.20,24.70,30.95

2984574,20.00,41.85,43.45,48.45,20.00,21.80,33.90,43.55

3004605,20.00,38.45,42.45,46.95,20.00,20.30,31.45,41.10

3024637,20.00,27.25,30.75,38.00,20.00,15.50,25.25,29.95

3044666,20.00,26.15,28.55,34.10,20.00,12.25,16.90,23.65

3064696,20.00,25.55,26.75,31.35,20.00,9.95,13.25,18.30

3084725,20.00,24.60,26.45,30.80,20.00,8.00,12.60,15.75

3104754,20.00,22.95,26.30,33.85,20.00,9.05,11.85,14.80

3124784,20.00,20.70,24.20,29.05,20.00,7.80,12.25,13.65

3145098,20.00,23.10,25.40,32.05,20.00,8.55,12.90,13.75

3165364,20.00,20.95,23.85,29.00,20.00,7.35,10.35,10.65

3184871,20.00,17.65,19.70,26.85,20.00,8.45,11.00,12.00

3204901,20.00,18.40,21.40,26.60,20.00,9.15,12.05,15.10

3224932,20.00,18.65,20.20,25.40,20.00,8.55,10.90,15.50

3244960,20.00,20.40,22.25,27.45,20.00,7.15,8.40,12.30

3264992,20.00,19.85,23.30,27.95,20.00,7.15,8.65,11.00

3285024,20.00,17.55,19.50,23.85,20.00,7.35,10.10,13.10

3305183,20.00,16.85,18.30,24.05,20.00,7.45,9.95,11.35

3325085,20.00,17.05,17.65,23.65,20.00,6.70,9.20,12.00

3345645,20.00,16.20,17.65,22.05,20.00,6.40,9.30,13.30

3365147,20.00,19.30,21.90,25.95,20.00,7.50,9.80,11.60

3385179,20.00,16.75,18.65,24.00,20.00,7.05,8.30,10.20

3405210,20.00,15.45,17.70,23.85,20.00,5.75,7.95,9.55

3425243,20.00,17.45,19.20,24.90,20.00,6.35,8.20,10.90

3445275,20.00,17.65,20.65,27.30,20.00,6.90,9.95,11.30

3465308,20.00,15.35,16.20,22.55,20.00,6.00,9.55,13.00

3485341,20.00,15.65,16.10,19.75,20.00,6.05,9.90,14.55

3505373,20.00,15.40,16.95,22.75,20.00,6.85,9.55,12.80

3525405,20.00,14.35,15.60,19.35,20.00,5.60,7.30,8.60

3545438,20.00,14.40,15.40,19.70,20.00,6.20,7.30,8.85

3565471,20.00,14.25,16.25,22.60,20.00,5.85,7.15,8.35

3585505,20.00,15.30,17.15,21.20,20.00,5.50,8.15,11.10

3605576,20.00,13.70,14.30,17.45,20.00,5.05,7.60,11.35

3625572,20.00,14.65,16.00,19.20,20.00,4.60,6.00,7.55

3646034,20.00,14.20,15.00,20.00,20.00,4.70,6.50,9.05

3665641,20.00,14.65,14.95,18.90,20.00,6.05,7.95,8.95

3685676,20.00,14.20,15.10,18.25,20.00,5.05,7.05,8.45

3705711,20.00,14.65,15.80,20.30,20.00,5.85,8.20,10.60

3726036,20.00,13.80,15.00,19.65,20.00,4.80,6.80,8.90

3746299,20.00,13.90,15.00,20.30,20.00,4.90,6.25,9.10

3765820,20.00,14.10,14.80,17.85,20.00,4.60,6.05,8.05

3785857,20.00,13.15,14.25,16.75,20.00,3.35,5.05,8.10

3805895,20.00,10.40,11.90,15.50,20.00,4.25,5.50,7.25

3826297,20.00,11.60,12.75,18.05,20.00,4.65,6.00,7.45

3845968,20.00,12.00,13.30,17.00,20.00,5.25,6.20,7.40

3866006,20.00,13.75,15.70,18.65,20.00,5.15,6.70,9.00

3886042,20.00,13.35,14.70,19.20,19.00,4.74,5.84,6.89

3906366,20.00,13.60,14.35,17.55,20.00,4.05,4.85,6.15

3926116,20.00,10.60,13.10,19.25,20.00,4.35,5.10,8.90

3946155,20.00,9.30,11.50,15.90,20.00,4.50,5.00,8.70

3966194,20.00,11.20,12.30,13.30,20.00,3.75,4.65,6.55

3986231,20.00,14.20,14.90,16.75,20.00,4.25,5.75,9.70

4006268,20.00,12.20,13.65,17.30,20.00,4.45,6.05,7.25

4026823,20.00,12.25,13.40,16.10,20.00,5.85,6.85,10.40

4046343,20.00,12.65,13.90,15.65,20.00,5.20,7.20,9.50

4066381,20.00,12.65,13.65,15.90,20.00,5.00,6.90,7.05

4086419,20.00,13.50,14.45,17.60,20.00,5.00,6.00,6.55

4106895,20.00,12.25,13.40,18.35,20.00,3.90,5.10,6.00

4126493,20.00,14.10,14.55,15.70,20.00,4.75,6.10,7.05

4146530,20.00,12.45,13.40,17.00,20.00,4.30,5.80,7.50

4166569,20.00,12.70,13.65,15.60,20.00,4.75,6.05,6.90

4186607,20.00,11.50,12.90,15.50,20.00,4.85,5.20,6.90

4207167,20.00,10.70,12.40,15.85,20.00,4.25,5.40,7.25

4226680,20.00,10.45,11.85,13.55,20.00,5.15,6.85,7.10

4246717,20.00,13.90,14.75,17.25,20.00,5.00,6.45,9.00

4266751,20.00,14.15,15.25,17.70,20.00,4.90,7.00,7.80

4286786,20.00,9.60,11.10,12.80,20.00,4.75,5.85,7.65

4306820,20.00,11.50,12.55,15.80,20.00,4.65,5.50,8.25

4326854,20.00,11.90,12.70,14.85,20.00,4.80,6.15,8.65

4346886,20.00,11.90,13.50,16.75,20.00,3.80,5.30,7.40

4366921,20.00,13.50,13.95,17.80,20.00,5.00,6.30,9.20

4386955,20.00,11.00,12.25,14.35,20.00,5.20,6.05,7.00

4406989,20.00,10.10,11.30,15.45,20.00,4.60,6.50,7.90

4427054,20.00,9.60,10.20,13.45,20.00,3.90,4.80,5.50

4447059,20.00,11.70,12.80,14.15,20.00,4.40,5.85,5.85

4467093,20.00,12.80,14.35,18.00,20.00,3.85,4.30,5.05

4487129,20.00,10.30,12.00,16.35,20.00,4.50,6.05,6.75

4507166,20.00,9.70,10.90,12.75,20.00,5.25,6.50,10.50

4527200,20.00,7.40,9.20,12.60,20.00,4.45,5.60,9.90

4547516,20.00,10.75,12.25,16.30,20.00,4.65,5.80,7.30

4567271,20.00,11.50,12.45,15.70,20.00,3.80,4.90,7.70

4587306,20.00,12.20,12.80,14.60,20.00,4.00,4.50,6.20

4607341,20.00,10.30,11.30,15.15,20.00,3.85,3.85,5.60

4627374,20.00,9.50,10.20,13.35,20.00,3.15,3.95,5.10

4647782,20.00,9.10,9.80,15.05,20.00,4.00,5.35,5.65

4667440,20.00,9.50,10.40,11.90,20.00,4.00,4.50,5.75

4687473,20.00,11.80,13.40,17.85,20.00,3.85,4.70,6.80

4707506,20.00,9.80,11.10,14.30,20.00,2.80,3.90,4.70

4727537,20.00,10.00,10.90,13.70,20.00,3.30,3.75,4.60

4747568,20.00,8.90,10.10,13.65,20.00,3.60,4.30,5.70

4767599,20.00,10.55,11.60,13.65,20.00,2.80,4.10,5.95

4787630,20.00,8.40,9.30,10.60,20.00,2.75,4.20,4.75

4807662,20.00,7.50,8.00,10.05,20.00,3.00,3.70,6.95

4827693,20.00,8.30,9.20,11.40,20.00,2.90,3.35,6.20

4847723,20.00,10.00,10.80,13.40,20.00,2.45,3.25,3.85

4867754,20.00,9.10,10.40,14.60,20.00,2.65,4.20,6.65

4887785,20.00,10.30,11.20,13.80,20.00,2.35,3.25,4.90

4908102,20.00,5.10,6.20,9.30,20.00,2.60,3.10,3.35

4928364,20.00,10.40,11.60,13.45,20.00,2.65,3.25,4.65

4947877,20.00,11.40,12.20,14.50,20.00,1.85,2.55,3.80

4967908,20.00,8.70,9.30,11.20,20.00,2.40,2.85,5.25

4987938,20.00,9.50,10.20,11.50,20.00,2.85,3.25,3.95

5007967,20.00,8.30,9.50,10.80,20.00,2.85,3.90,7.15

5027995,20.00,8.70,10.40,12.45,20.00,2.10,3.00,7.80

5048025,20.00,7.90,9.10,10.50,20.00,2.60,2.70,5.20

5068055,20.00,5.60,7.00,9.60,20.00,2.45,3.00,7.15

5088085,20.00,7.10,8.10,9.40,20.00,2.70,3.55,6.30

5108117,20.00,6.80,7.60,9.70,20.00,2.90,2.90,6.50

5128149,20.00,7.90,9.60,13.60,20.00,2.70,3.10,3.60

5148221,20.00,9.30,10.40,13.20,20.00,2.15,2.80,4.30

5168206,20.00,5.60,6.60,9.10,20.00,2.55,2.90,4.45

5188676,20.00,6.20,6.50,7.80,20.00,2.35,3.05,4.00

5208868,20.00,8.60,10.10,14.30,20.00,2.95,4.05,4.30

5228298,20.00,6.50,7.20,9.20,20.00,2.50,3.10,3.40

5248326,20.00,7.40,8.60,9.70,20.00,2.65,3.55,5.40

5268356,20.00,5.90,7.30,9.80,20.00,2.45,3.65,3.70

5288385,20.00,5.00,5.90,8.90,20.00,2.00,2.35,2.35

5308414,20.00,3.50,4.40,5.00,20.00,2.55,2.70,2.70

5328479,20.00,9.10,9.80,11.30,20.00,2.40,2.80,2.80

5348742,20.00,5.60,6.90,8.30,20.00,2.05,2.55,2.60

5368501,20.00,4.30,5.00,8.00,20.00,2.20,2.55,3.10

5388530,20.00,6.70,7.60,10.30,20.00,2.85,3.35,3.35

5408559,20.00,8.30,9.10,10.65,20.00,2.70,3.00,3.70

5428589,20.00,5.10,6.40,8.70,20.00,1.85,2.30,3.35

5448620,20.00,6.40,7.40,9.50,20.00,1.70,2.35,2.35

5468649,20.00,7.20,7.80,10.70,20.00,1.70,2.40,2.40

5488679,20.00,6.80,7.30,8.60,20.00,2.35,2.65,3.80

5508709,20.00,7.10,8.40,9.30,20.00,2.05,2.35,3.55

5528739,20.00,5.70,6.20,7.90,20.00,1.95,2.05,2.65

5548765,20.00,7.60,8.90,10.40,20.00,1.70,2.20,2.90

5568796,20.00,3.60,3.60,3.90,20.00,1.90,2.10,2.90

5588824,20.00,4.10,5.30,6.60,20.00,1.55,1.65,1.95

5608853,20.00,6.00,6.90,9.00,20.00,1.10,1.65,2.90

5628882,20.00,6.50,7.40,9.40,20.00,1.95,2.25,2.60

5648912,20.00,5.70,6.20,8.30,20.00,1.15,1.50,2.30

5668942,20.00,5.10,5.70,7.50,20.00,1.30,1.60,1.75

5688969,20.00,6.30,7.70,9.30,20.00,2.00,2.30,4.40

5708997,20.00,5.60,6.20,6.30,20.00,2.45,2.75,2.75

5729024,20.00,4.70,5.80,7.40,20.00,2.40,2.50,2.50

5749052,20.00,3.30,4.20,4.20,20.00,0.90,1.80,1.80

5769079,20.00,4.50,5.30,5.70,20.00,1.25,2.00,3.85

5789105,20.00,5.30,6.20,7.10,20.00,1.00,1.45,2.00

5809132,20.00,2.90,4.00,5.40,20.00,1.55,2.20,3.00

5829158,20.00,4.90,6.10,9.80,20.00,1.35,1.95,3.30

5849186,20.00,4.20,5.10,5.70,20.00,0.80,0.95,1.60

5869414,20.00,4.00,5.10,6.90,20.00,1.40,1.65,1.65

5889610,20.00,4.30,5.20,7.70,20.00,1.80,1.90,1.90

5909267,20.00,4.00,4.30,5.30,20.00,1.20,1.60,3.15

5929293,20.00,5.50,6.00,7.40,20.00,1.00,1.00,2.35

5949319,20.00,6.50,7.20,7.90,20.00,0.85,0.85,0.85

5969344,20.00,5.20,5.90,9.20,20.00,0.45,1.30,2.15

5989371,20.00,3.20,4.00,4.00,20.00,1.10,1.15,2.50

6009397,20.00,4.50,5.30,6.50,20.00,0.70,1.00,2.30

6029425,20.00,5.40,6.20,8.50,20.00,1.50,2.10,2.30

6049452,20.00,4.60,5.10,6.10,20.00,0.35,0.45,1.40

6069478,20.00,3.80,4.30,4.80,20.00,0.85,1.00,1.55

6089505,20.00,2.70,2.70,2.70,20.00,0.75,0.75,2.65

6109533,20.00,2.30,2.80,4.00,20.00,1.65,1.65,2.35

6129762,20.00,3.50,3.70,4.60,20.00,1.50,1.80,2.80

6149956,20.00,5.30,6.50,7.40,20.00,1.00,1.85,3.90

6169613,20.00,4.90,6.00,7.40,20.00,1.20,1.40,2.20

6189640,20.00,7.00,8.60,9.90,20.00,2.00,2.00,3.35

6209666,20.00,6.30,7.40,9.40,20.00,2.35,4.70,5.50

6229693,20.00,7.60,8.70,10.60,20.00,2.95,4.90,5.35

6249720,20.00,8.55,10.00,11.75,20.00,2.70,3.20,3.35

6269746,20.00,7.60,9.00,11.95,20.00,2.25,2.65,4.85

6289773,20.00,9.80,11.20,13.00,20.00,3.45,4.35,5.40

6309799,20.00,11.90,13.00,14.95,20.00,3.80,4.80,5.60

6329825,20.00,11.35,12.55,15.70,20.00,3.10,3.90,4.20

6349848,20.00,11.10,13.05,17.40,20.00,3.35,3.45,4.85

6369872,20.00,12.55,14.10,16.50,20.00,3.50,4.95,5.25

6389895,20.00,13.95,14.40,18.10,20.00,4.60,6.95,8.15

6409920,20.00,12.15,13.20,19.25,20.00,4.70,6.00,7.65

6429943,20.00,9.50,10.80,13.05,20.00,3.70,4.40,6.65

6449969,20.00,10.80,12.10,15.25,20.00,4.40,4.75,7.15

6469995,20.00,9.90,11.10,15.15,20.00,4.65,5.85,7.60

6490021,20.00,8.50,10.00,13.00,20.00,4.05,6.10,6.70

6510048,20.00,11.80,13.55,16.95,20.00,5.20,6.70,6.95

6530076,20.00,11.10,11.80,14.65,20.00,4.40,5.85,6.95

6550644,20.00,12.70,14.45,18.70,20.00,4.25,5.80,7.40

6570129,20.00,11.65,12.95,17.90,20.00,3.95,5.60,5.80

6590193,20.00,13.90,14.85,19.20,20.00,4.00,4.80,5.95

6610460,20.00,10.90,12.00,14.90,20.00,4.75,5.95,7.25

6630214,20.00,12.30,13.05,18.80,20.00,3.75,5.20,6.15

6650922,20.00,11.75,12.85,13.85,20.00,4.30,4.70,10.20

6670273,20.00,12.50,13.80,15.35,20.00,4.05,5.10,5.55

6690302,20.00,13.00,13.70,19.85,20.00,3.65,5.05,7.80

6710331,20.00,13.95,15.75,24.25,20.00,3.75,5.10,6.95

6730361,20.00,10.30,12.90,18.05,20.00,4.10,5.00,5.90

6750392,20.00,11.15,12.70,15.45,20.00,3.15,4.85,5.90

6770421,20.00,10.80,11.60,13.45,20.00,2.65,4.05,4.05

6790739,20.00,9.50,10.60,13.40,20.00,2.40,3.40,3.40

6811005,20.00,10.20,12.00,14.00,20.00,3.95,5.55,5.55

6830516,20.00,13.60,14.10,16.05,20.00,3.30,4.55,4.55

6850548,20.00,11.30,12.30,15.15,20.00,3.80,4.10,5.35

6870580,20.00,11.20,12.40,16.45,20.00,2.95,3.60,4.50

6890613,20.00,10.75,11.85,13.60,20.00,2.40,3.50,5.60

6910647,20.00,12.50,13.25,16.15,20.00,2.70,4.15,4.20

6930681,20.00,11.30,12.00,15.05,20.00,4.00,4.75,5.45

6950834,20.00,10.80,11.80,16.95,20.00,3.90,4.90,8.45

6970748,20.00,12.55,13.55,19.05,20.00,3.55,5.05,5.65

6991298,20.00,10.35,11.80,14.95,20.00,4.30,4.95,5.55

7010817,20.00,13.35,14.85,18.40,20.00,3.80,4.70,6.00

7030854,20.00,12.90,14.70,17.25,20.00,3.35,3.75,5.65

7050888,20.00,9.90,11.60,15.45,20.00,4.10,4.65,8.55

7070925,20.00,9.30,11.50,16.70,20.00,4.05,4.55,5.85

7091578,20.00,10.10,11.00,14.65,20.00,2.35,3.15,3.80

7110998,20.00,9.00,10.10,12.40,20.00,3.85,4.75,5.65

7131034,20.00,7.90,8.60,10.10,20.00,3.65,4.70,5.20

7151072,20.00,9.70,10.70,15.35,20.00,3.40,4.20,5.20

7171110,20.00,11.20,13.25,16.70,20.00,3.80,4.45,5.45

7191147,20.00,10.60,12.05,15.30,20.00,3.40,4.50,4.80

7211186,20.00,13.95,15.05,19.20,20.00,4.25,5.25,5.70

7231223,20.00,17.90,19.05,22.15,20.00,5.65,7.25,8.90

7251260,20.00,14.20,15.70,19.80,20.00,6.00,8.70,9.70

7271298,20.00,15.95,17.55,22.05,20.00,6.35,8.30,11.60

7291335,20.00,15.10,18.75,25.70,20.00,5.60,7.55,9.85

7311490,20.00,13.20,14.45,18.70,20.00,3.95,5.35,6.80

7331412,20.00,14.10,15.00,17.90,20.00,4.00,5.40,6.85

7351449,20.00,11.60,12.60,14.35,20.00,4.05,6.05,8.35

7371486,20.00,9.40,10.50,14.10,20.00,2.90,4.75,5.95

7391572,20.00,13.05,14.45,16.15,20.00,3.20,5.20,6.10

7411561,20.00,10.40,11.20,12.55,20.00,3.10,3.70,7.95

7432034,20.00,9.60,10.30,15.75,20.00,2.80,4.10,5.00

7451638,20.00,12.35,13.80,18.65,20.00,3.50,4.70,7.75

7471677,20.00,14.35,15.25,17.85,20.00,3.60,5.20,6.20

7491716,20.00,10.50,11.30,12.55,20.00,3.05,3.95,6.60

7512044,20.00,8.80,9.60,13.15,20.00,3.80,4.80,7.00

7532312,20.00,11.45,12.85,14.05,20.00,3.65,4.45,5.85

7551837,20.00,13.30,14.00,17.40,20.00,4.35,5.65,8.15

7571878,20.00,12.60,13.80,17.85,20.00,4.60,6.00,7.90

7591920,20.00,10.30,12.90,16.90,20.00,4.30,5.70,8.00

7612321,20.00,12.10,13.10,15.60,20.00,3.30,4.20,6.35

7632004,20.00,10.90,11.80,15.50,20.00,2.90,3.60,7.20

